id,codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
144,0024035410,0068,2018-05-22T10:17:00.000,3.7,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Temp Aire 2 m,°C
145,0029045190,0068,2014-05-03T18:00:00.000,28.5,APTO ERNESTO CORTIZOS TX GPRS,ATLÁNTICO,SOLEDAD,BAJO MAGDALENA,10.918,-74.78,Temp Aire 2 m,°C
146,0026145507,0068,2017-08-30T05:15:00.000,16.75342,LAS TANGAS  - AUT,CALDAS,BELALCAZAR,CAUCA,5.038,-75.80599722,Temp Aire 2 m,°C
147,0026085501,0068,2018-08-05T08:20:00.000,15.45779,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
148,0021206810,0068,2016-04-16T16:55:00.000,20.5,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
149,0021202240,0068,2011-06-22T22:20:00.000,16.1,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
150,0028025120,0068,2008-03-29T04:00:00.000,13.4,SERRANIA DEL PERIJA  - AUT,CESAR,AGUSTÍN CODAZZI,CESAR,10.02908333,-73.04619444,Temp Aire 2 m,°C
151,0024015504,0068,2019-02-14T06:00:00.000,11.2,RAQUIRA - CAR,BOYACÁ,RÁQUIRA,SOGAMOSO,5.536,-73.641,Temp Aire 2 m,°C
152,0035085060,0068,2016-03-19T06:00:00.000,18.7,ZETAQUIRA - AUT,BOYACÁ,ZETAQUIRÁ,META,5.294944444,-73.16994444,Temp Aire 2 m,°C
153,0052055502,0068,2017-11-27T22:50:00.000,17.03045,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
154,0026145505,0068,2018-08-18T04:55:00.000,18.76932,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Temp Aire 2 m,°C
155,0026125290,0068,2016-12-24T14:00:00.000,26.1,ARMENIA - AUT,QUINDÍO,ARMENIA,CAUCA,4.531583333,-75.69069444,Temp Aire 2 m,°C
156,0021201980,0068,2014-06-26T21:50:00.000,9.5,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
157,0023065506,0068,2019-08-16T13:40:00.000,10.004,BELLAVISTA  - AUT,CUNDINAMARCA,FACATATIVÁ,ALTO MAGDALENA,4.861,-74.405,Temp Aire 2 m,°C
158,0021206810,0068,2015-05-30T17:25:00.000,17.8,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
159,0021015070,0068,2013-08-06T00:00:00.000,15,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675833,-76.106841,Temp Aire 2 m,°C
160,0021165501,0068,2017-07-14T14:55:00.000,21.8726,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Temp Aire 2 m,°C
161,0052055220,0068,2016-12-11T14:00:00.000,17.8,EL PARAISO - AUT,NARIÑO,TÚQUERRES,PATÍA,1.070611111,-77.63688889,Temp Aire 2 m,°C
162,0035035110,0068,2013-11-09T09:00:00.000,27.5,SALINAS DE UPIN  - AUT,META,RESTREPO,META,4.273861111,-73.58686111,Temp Aire 2 m,°C
163,0026085501,0068,2018-08-19T12:30:00.000,25.71584,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
164,0026175502,0068,2018-07-30T12:20:00.000,29.77026,LA CRISTALINA  - AUT,ANTIOQUIA,TÁMESIS,CAUCA,5.7,-75.65999722,Temp Aire 2 m,°C
165,0026155505,0068,2019-06-01T02:40:00.000,19.14596,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Temp Aire 2 m,°C
166,0026075120,0068,2014-06-02T08:00:00.000,19.5,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Temp Aire 2 m,°C
167,0021202180,0068,2011-02-17T03:30:00.000,13.2,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
168,0016015502,0068,2019-08-12T14:20:00.000,29.00001,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
169,0015085050,0068,2012-10-10T16:00:00.000,30.1,TOROMANA - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,12.08352778,-71.21094444,Temp Aire 2 m,°C
170,0021115180,0068,2018-11-14T15:00:00.000,34.5,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133055556,-75.08152778,Temp Aire 2 m,°C
171,0026155502,0068,2018-05-31T15:05:00.000,26.12166,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Temp Aire 2 m,°C
172,0021206940,0068,2011-03-26T06:00:00.000,12.1,CIUDAD BOLIVAR,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.577,-74.177,Temp Aire 2 m,°C
173,0021209940,0068,2012-05-16T00:25:00.000,14.8,GRAVILLERAS - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.533,-74.117,Temp Aire 2 m,°C
174,0021195501,0068,2018-04-10T21:05:00.000,17.57908,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363052778,-74.43527778,Temp Aire 2 m,°C
175,0021202200,0068,2014-04-11T15:55:00.000,17,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
176,0024017250,0068,2012-07-28T18:00:00.000,13.9,ESCLUSA EL CUBIO - CAR,CUNDINAMARCA,UBATÉ,SOGAMOSO,5.383,-73.717,Temp Aire 2 m,°C
177,0021206810,0068,2012-12-20T12:10:00.000,18.8,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
178,0023065501,0068,2017-07-28T12:55:00.000,23.89364,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
179,0026125506,0068,2016-08-07T20:30:00.000,21.9,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
180,0051025060,0068,2009-03-31T10:00:00.000,23.8,BIOTOPO - AUT,NARIÑO,BARBACOAS,MIRA,1.408638889,-78.28161111,Temp Aire 2 m,°C
181,0026115501,0068,2016-09-29T02:45:00.000,17.9,MANUEL MARIA MALLARINO  - AUT,VALLE DEL CAUCA,TRUJILLO,CAUCA,4.213611111,-76.31497222,Temp Aire 2 m,°C
182,0026195501,0068,2017-09-24T10:50:00.000,26.27116,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
183,0023085501,0068,2017-12-18T04:55:00.000,17.82899,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Temp Aire 2 m,°C
184,0026135320,0068,2013-10-15T23:00:00.000,0,NEVADO SANTA ISABEL  - AUT,CALDAS,VILLAMARIA,CAUCA,4.802611111,-75.38047222,Temp Aire 2 m,°C
185,0026195501,0068,2017-12-15T13:55:00.000,26.50164,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
186,0021202200,0068,2012-05-21T22:30:00.000,14.4,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
187,0026065502,0068,2018-10-11T11:10:00.000,22.46604,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Temp Aire 2 m,°C
188,0026085170,0068,2012-05-03T20:00:00.000,23.5,BASE AEREA MARCO FIDEL SUAREZ  - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.4545,-76.49972222,Temp Aire 2 m,°C
189,0052055502,0068,2018-03-30T21:25:00.000,17.26745,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
190,0026065501,0068,2016-08-20T23:05:00.000,20.2,JAMUNDI  - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.215580556,-76.68021944,Temp Aire 2 m,°C
191,0026125501,0068,2017-08-30T12:10:00.000,27.10236,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
192,0021208480,0068,2015-07-07T04:15:00.000,13.9,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
193,2120000102,0068,2019-04-27T05:41:00.000,11.56,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Temp Aire 2 m,°C
194,0021201980,0068,2012-12-16T19:35:00.000,14.4,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
195,0016015110,0068,2015-05-09T16:00:00.000,32.3,UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT,NORTE DE SANTANDER,CÚCUTA,CATATUMBO,7.898777778,-72.48716667,Temp Aire 2 m,°C
196,0023055501,0068,2016-07-13T01:15:00.000,19.5,SANTA HELENA  - AUT,CALDAS,MARQUETALIA,MEDIO MAGDALENA,5.317497222,-74.99610833,Temp Aire 2 m,°C
197,2120000102,0068,2019-07-17T20:39:00.000,14.53,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Temp Aire 2 m,°C
198,0021205502,0068,2019-06-18T16:40:00.000,23.11457,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
199,0015065040,0068,2016-11-16T14:00:00.000,33.9,LA PAULINA - AUT,LA GUAJIRA,FONSECA,CARIBE - GUAJIRA,10.89813889,-72.82847222,Temp Aire 2 m,°C
200,0023015501,0068,2019-05-09T13:35:00.000,23.86908,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Temp Aire 2 m,°C
201,0021205513,0068,2019-07-11T09:10:00.000,15.348,LA RAMADA  - AUT,CUNDINAMARCA,FUNZA,ALTO MAGDALENA,4.505,-74.184,Temp Aire 2 m,°C
202,0026155505,0068,2017-07-03T07:05:00.000,19.58625,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Temp Aire 2 m,°C
203,0026125501,0068,2018-03-31T02:45:00.000,15.60417,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
204,0015065180,0068,2015-02-19T10:00:00.000,28.8,APTO ALMIRANTE PADILLA TX GPRS,LA GUAJIRA,RIOHACHA,CARIBE - GUAJIRA,11.53,-72.918,Temp Aire 2 m,°C
205,0021202230,0068,2016-05-08T02:15:00.000,11.9,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
206,0021202240,0068,2011-09-29T05:10:00.000,14.11,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
207,0026165501,0068,2016-07-27T16:00:00.000,21.1,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Temp Aire 2 m,°C
208,0026125504,0068,2018-04-28T19:45:00.000,19.10491,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Temp Aire 2 m,°C
209,0023065501,0068,2016-07-14T11:05:00.000,22.1,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
210,0021202240,0068,2016-07-07T03:00:00.000,12.76,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
211,0052035501,0068,2018-11-26T08:15:00.000,17.6737,EL SAUCE  - AUT,NARIÑO,LA UNIÓN,PATÍA,1.615555556,-77.10971944,Temp Aire 2 m,°C
212,0021201980,0068,2012-02-02T17:10:00.000,22.2,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
213,0029065501,0068,2018-11-08T15:40:00.000,25.90641,"CIENAGA,LA  - AUT",MAGDALENA,CIÉNAGA,BAJO MAGDALENA,10.89785833,-74.08156667,Temp Aire 2 m,°C
214,0026115090,0068,2011-07-12T04:00:00.000,14.5,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,SAN JUÁN,4.775583333,-76.14427778,Temp Aire 2 m,°C
215,0026015010,0068,2013-02-01T23:00:00.000,17.4,EL TABLAZO - AUT,CAUCA,POPAYÁN,CAUCA,2.474833056,-76.58129361,Temp Aire 2 m,°C
216,0021015070,0068,2015-11-19T08:00:00.000,18.9,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675833,-76.106841,Temp Aire 2 m,°C
217,0026145506,0068,2019-05-25T15:20:00.000,25.7375,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Temp Aire 2 m,°C
218,0021205506,0068,2019-08-04T07:00:00.000,9.3,GUAMAL - CAR,CUNDINAMARCA,SUBACHOQUE,ALTO MAGDALENA,5.025,-74.153,Temp Aire 2 m,°C
219,0036015501,0068,2017-08-07T01:05:00.000,21.57,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Temp Aire 2 m,°C
220,0021202230,0068,2015-07-30T10:20:00.000,15,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
221,0021197430,0068,2007-02-12T18:00:00.000,27.2,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGÁ,ALTO MAGDALENA,4.367,-74.3,Temp Aire 2 m,°C
222,0024055070,0068,2019-01-12T08:00:00.000,19,SAN  VICENTE DE CHUCURI  - AUT,SANTANDER,SAN VICENTE DE CHUCURÍ,MEDIO MAGDALENA,6.823388889,-73.47205556,Temp Aire 2 m,°C
223,0026195502,0068,2018-06-11T14:05:00.000,30.1952,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
224,0024015508,0068,2019-03-23T08:20:00.000,13.908,HACIENDA LA MESA  - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.308,-74.282,Temp Aire 2 m,°C
225,2120700038,0068,2019-04-29T06:26:00.000,14.06,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
226,0021255160,0068,2017-04-04T15:00:00.000,36.3,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760722222,-74.83425,Temp Aire 2 m,°C
227,0026145504,0068,2016-08-29T03:30:00.000,16.1,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Temp Aire 2 m,°C
228,0026135320,0068,2015-05-17T22:00:00.000,0.2,NEVADO SANTA ISABEL  - AUT,CALDAS,VILLAMARIA,CAUCA,4.802611111,-75.38047222,Temp Aire 2 m,°C
229,0023055502,0068,2019-04-10T01:15:00.000,17.25946,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Temp Aire 2 m,°C
230,0021195501,0068,2017-03-07T03:10:00.000,20.2,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363052778,-74.43527778,Temp Aire 2 m,°C
231,0026075120,0068,2013-07-28T21:00:00.000,21.5,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Temp Aire 2 m,°C
232,0014015020,0068,2018-09-01T02:00:00.000,27.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C
233,0016015110,0068,2018-11-12T09:00:00.000,29.1,UNIVERSIDAD FRANCISO DE PAULA SANTANDER - AUT,NORTE DE SANTANDER,CÚCUTA,CATATUMBO,7.898777778,-72.48716667,Temp Aire 2 m,°C
234,0025025350,0068,2010-05-16T02:00:00.000,25.9,PUERTA ROJA - AUT,SUCRE,SINCELEJO,BAJO MAGDALENA- CAUCA -SAN JORGE,9.316388889,-75.3875,Temp Aire 2 m,°C
235,0035095120,0068,2005-12-03T11:00:00.000,16,AQUITANIA - AUT,BOYACÁ,AQUITANIA,META,5.556638889,-72.88175,Temp Aire 2 m,°C
236,0028015110,0068,2018-10-03T18:00:00.000,28.3,MANAURE - AUT,CESAR,MANAURE BALCÓN DEL CESAR,CESAR,10.36533333,-72.99763889,Temp Aire 2 m,°C
237,2120000106,0068,2019-08-14T22:58:00.000,5.31,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Temp Aire 2 m,°C
238,0035215020,0068,2014-09-30T21:00:00.000,25.4,APTO YOPAL,CASANARE,YOPAL,META,5.32,-72.388,Temp Aire 2 m,°C
239,0026135290,0068,2017-11-22T20:00:00.000,21.4,MARSELLA - AUT,RISARALDA,MARSELLA,CAUCA,4.929583333,-75.73838889,Temp Aire 2 m,°C
240,0026205501,0068,2017-11-18T17:15:00.000,22.60844,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Temp Aire 2 m,°C
241,0021115501,0068,2017-09-16T20:35:00.000,19.02401,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960666667,-75.02849722,Temp Aire 2 m,°C
242,0024035410,0068,2010-11-09T06:00:00.000,12.2,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Temp Aire 2 m,°C
243,0052055210,0068,2013-03-21T20:00:00.000,10.1,BOTANA - AUT,NARIÑO,PASTO,PATÍA,1.16,-77.27880556,Temp Aire 2 m,°C
244,0024015110,0068,2009-01-10T14:00:00.000,19,LA BOYERA - AUT,CUNDINAMARCA,UBATÉ,SOGAMOSO,5.303805556,-73.85175,Temp Aire 2 m,°C
245,0021206790,0068,2007-05-24T09:00:00.000,14.8,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCÓN,ALTO MAGDALENA,5.0905,-73.88125,Temp Aire 2 m,°C
246,0029065120,0068,2017-10-01T23:00:00.000,19.6,BATALLON NO. 6 - AUT,MAGDALENA,FUNDACIÓN,BAJO MAGDALENA,10.46536111,-73.92777778,Temp Aire 2 m,°C
247,0024035410,0068,2009-11-04T19:00:00.000,15.4,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Temp Aire 2 m,°C
248,0021201980,0068,2014-10-17T07:25:00.000,11.5,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
249,0044035501,0068,2018-06-30T17:25:00.000,18.81226,PAUJIL  - AUT,CAQUETA,EL PAUJIL,CAQUETÁ,1.573819444,-75.3402,Temp Aire 2 m,°C
250,0016015502,0068,2019-05-04T03:15:00.000,18.92875,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
251,0021202250,0068,2012-08-02T18:20:00.000,14.6,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
252,0026135503,0068,2016-08-11T18:55:00.000,21.5,NARANJAL  - AUT,CALDAS,CHINCHINA,CAUCA,4.971944444,-75.65221944,Temp Aire 2 m,°C
253,0024030950,0068,2019-05-16T09:00:00.000,21.9,MALAGA 2,SANTANDER,MÁLAGA,SOGAMOSO,6.706388889,-72.72972222,Temp Aire 2 m,°C
254,0026125503,0068,2017-02-21T08:45:00.000,20.7,LA SIRENA  - AUT,VALLE DEL CAUCA,SEVILLA,CAUCA,4.285,-75.9025,Temp Aire 2 m,°C
255,0026055110,0068,2014-01-15T08:00:00.000,24.5,LA INDEPENDENCIA - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.185361111,-76.56930556,Temp Aire 2 m,°C
256,0021055501,0068,2018-10-03T19:05:00.000,19.42995,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Temp Aire 2 m,°C
257,0026145503,0068,2019-01-25T17:30:00.000,24.15544,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
258,0016035501,0068,2017-03-01T00:00:00.000,16.4,SARDINATA  - AUT,NORTE DE SANTANDER,SARDINATA,CATATUMBO,8.151169444,-72.86776667,Temp Aire 2 m,°C
259,0026085501,0068,2016-09-04T22:30:00.000,17.3,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
260,0021055070,0068,2016-04-03T11:00:00.000,22.2,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Temp Aire 2 m,°C
261,0026125505,0068,2019-02-07T19:05:00.000,18.10679,LA BELLA  - AUT,QUINDÍO,CALARCÁ,CAUCA,4.501111111,-75.67138889,Temp Aire 2 m,°C
262,0026125506,0068,2017-10-12T08:45:00.000,23.69531,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
263,0052055502,0068,2019-03-09T11:40:00.000,25.41271,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
264,0029045150,0068,2007-10-18T19:00:00.000,22.8,SAIZA - En Siniestro,CÓRDOBA,TIERRALTA,SINÚ,7.746,-76.433,Temp Aire 2 m,°C
265,0035075090,0068,2019-08-08T10:00:00.000,10.685,MACHETA - CHIVOR,CUNDINAMARCA,MACHETÁ,META,5.083,-73.65,Temp Aire 2 m,°C
266,0026185501,0068,2019-06-14T23:00:00.000,16.9457,SONSON  - AUT,ANTIOQUIA,SONSÓN,CAUCA,5.677719444,-75.34780556,Temp Aire 2 m,°C
267,0021215501,0068,2018-11-18T10:10:00.000,25.41603,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
268,0016025502,0068,2017-07-27T05:20:00.000,18.94271,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Temp Aire 2 m,°C
269,0021209940,0068,2012-02-24T18:15:00.000,16.8,GRAVILLERAS - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.533,-74.117,Temp Aire 2 m,°C
270,0023055502,0068,2017-12-14T00:30:00.000,16.4511,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Temp Aire 2 m,°C
271,0026125502,0068,2019-08-20T06:15:00.000,16.80451,CAICEDONIA  - AUT,VALLE DEL CAUCA,CAICEDONIA,CAUCA,4.297558333,-75.86396111,Temp Aire 2 m,°C
272,0026115501,0068,2019-06-24T21:40:00.000,19.0281,MANUEL MARIA MALLARINO  - AUT,VALLE DEL CAUCA,TRUJILLO,CAUCA,4.213611111,-76.31497222,Temp Aire 2 m,°C
273,0024015501,0068,2018-03-15T08:55:00.000,20.98021,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Temp Aire 2 m,°C
274,0023105060,0068,2010-06-17T19:00:00.000,23.5,VEGACHA,ANTIOQUIA,VEGACHÍ,MEDIO MAGDALENA,6.774,-74.797,Temp Aire 2 m,°C
275,0021206600,0068,2016-09-14T01:00:00.000,12,NUEVA GENERACION  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.782222222,-74.09433333,Temp Aire 2 m,°C
276,0052045080,0068,2012-02-10T01:00:00.000,9.9,UNIVERSIDAD DE NARINO  - AUT,NARIÑO,PASTO,PATÍA,1.225111111,-77.28338889,Temp Aire 2 m,°C
277,0026195501,0068,2019-03-26T19:50:00.000,20.24809,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
278,0023025501,0068,2016-09-17T11:20:00.000,29.2,MANZANARES  - AUT,CALDAS,MANZANARES,MEDIO MAGDALENA,5.163913889,-75.11740833,Temp Aire 2 m,°C
279,0024035410,0068,2016-04-23T17:00:00.000,21,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Temp Aire 2 m,°C
280,0026205501,0068,2018-06-07T19:30:00.000,22.36197,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Temp Aire 2 m,°C
281,0011025501,0068,2017-11-26T09:30:00.000,21.78573,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Temp Aire 2 m,°C
282,0021206810,0068,2010-12-07T17:30:00.000,17.8,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
283,0021205502,0068,2019-05-15T23:00:00.000,19.6325,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
284,0021165502,0068,2019-05-18T10:05:00.000,25.10772,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Temp Aire 2 m,°C
285,0052025090,0068,2007-02-11T02:00:00.000,16.6,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Temp Aire 2 m,°C
286,0021085501,0068,2016-08-03T00:00:00.000,16.6,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
287,0026155240,0068,2019-06-06T14:00:00.000,8.9,PNN NEVADOS - AUT,CALDAS,VILLAMARIA,CAUCA,4.859444444,-75.38241667,Temp Aire 2 m,°C
